dteday,temp,cnt,hr
2011-04-15,0.5,122,10.0
2011-04-15,0.52,136,11.0
2011-04-15,0.52,200,12.0
2011-04-15,0.54,180,13.0
2011-04-15,0.54,163,14.0
2011-04-15,0.54,162,15.0
2011-04-15,0.52,243,16.0
2011-04-15,0.5,331,17.0
2011-04-15,0.46,263,18.0
2011-04-15,0.42,209,19.0
2011-04-15,0.4,118,20.0
2011-04-15,0.4,102,21.0
2011-04-15,0.38,80,22.0
2011-04-15,0.36,64,23.0
2011-04-16,0.36,43,0.0
2011-04-16,0.36,33,1.0
2011-04-16,0.36,24,2.0
2011-04-16,0.36,14,3.0
2011-04-16,0.36,5,4.0
2011-04-16,0.38,4,5.0
2011-04-16,0.4,10,6.0
2011-04-16,0.4,21,7.0
2011-04-16,0.4,45,8.0
2011-04-16,0.4,29,9.0
2011-04-16,0.42,22,10.0
2011-04-16,0.42,31,11.0
2011-04-16,0.46,32,12.0
2011-04-16,0.46,58,13.0
2011-04-16,0.52,63,14.0
2011-04-16,0.52,78,15.0
2011-04-16,0.5,33,16.0
2011-04-16,0.5,15,17.0
2011-04-16,0.5,38,18.0
2011-04-16,0.52,71,19.0
2011-04-16,0.44,53,20.0
2011-04-16,0.44,14,21.0
2011-04-16,0.42,24,22.0
2011-04-16,0.44,35,23.0
2011-04-17,0.44,33,0.0
2011-04-17,0.42,31,1.0
2011-04-17,0.4,29,2.0
2011-04-17,0.4,25,3.0
2011-04-17,0.36,7,4.0
2011-04-17,0.36,3,5.0
2011-04-17,0.36,8,6.0
2011-04-17,0.36,16,7.0
2011-04-17,0.38,43,8.0
2011-04-17,0.4,102,9.0
2011-04-17,0.42,211,10.0
2011-04-17,0.46,304,11.0
2011-04-17,0.46,354,12.0
2011-04-17,0.5,343,13.0
2011-04-17,0.52,361,14.0
2011-04-17,0.54,388,15.0
2011-04-17,0.54,343,16.0
2011-04-17,0.56,306,17.0
2011-04-17,0.56,277,18.0
2011-04-17,0.56,210,19.0
2011-04-17,0.52,141,20.0
2011-04-17,0.5,83,21.0
2011-04-17,0.5,70,22.0
2011-04-17,0.44,56,23.0
2011-04-18,0.46,39,0.0
2011-04-18,0.46,19,1.0
2011-04-18,0.42,16,2.0
2011-04-18,0.42,7,3.0
2011-04-18,0.4,6,4.0
2011-04-18,0.4,16,5.0
2011-04-18,0.4,54,6.0
2011-04-18,0.46,168,7.0
2011-04-18,0.46,297,8.0
2011-04-18,0.5,169,9.0
2011-04-18,0.52,109,10.0
2011-04-18,0.54,123,11.0
2011-04-18,0.56,184,12.0
2011-04-18,0.56,169,13.0
2011-04-18,0.58,144,14.0
2011-04-18,0.6,176,15.0
2011-04-18,0.6,205,16.0
2011-04-18,0.58,428,17.0
2011-04-18,0.64,362,18.0
2011-04-18,0.56,286,19.0
2011-04-18,0.6,165,20.0
2011-04-18,0.56,151,21.0
2011-04-18,0.52,90,22.0
2011-04-18,0.5,46,23.0
2011-04-19,0.5,25,0.0
2011-04-19,0.46,7,1.0
2011-04-19,0.46,13,2.0
2011-04-19,0.48,3,3.0
2011-04-19,0.46,5,4.0
2011-04-19,0.46,18,5.0
2011-04-19,0.48,65,6.0
2011-04-19,0.52,188,7.0
2011-04-19,0.5,351,8.0
2011-04-19,0.52,162,9.0
2011-04-19,0.5,75,10.0
2011-04-19,0.54,72,11.0
2011-04-19,0.54,103,12.0
2011-04-19,0.54,129,13.0
2011-04-19,0.54,107,14.0
2011-04-19,0.54,127,15.0
2011-04-19,0.56,192,16.0
2011-04-19,0.56,411,17.0
2011-04-19,0.54,421,18.0
2011-04-19,0.5,276,19.0
2011-04-19,0.5,168,20.0
2011-04-19,0.5,122,21.0
2011-04-19,0.48,112,22.0
2011-04-19,0.46,52,23.0
2011-04-20,0.44,33,0.0
2011-04-20,0.42,7,1.0
2011-04-20,0.42,2,2.0
2011-04-20,0.42,2,3.0
2011-04-20,0.4,9,4.0
2011-04-20,0.4,15,5.0
2011-04-20,0.42,64,6.0
2011-04-20,0.44,237,7.0
2011-04-20,0.62,396,8.0
2011-04-20,0.66,197,9.0
2011-04-20,0.62,131,10.0
2011-04-20,0.62,118,11.0
2011-04-20,0.7,145,12.0
2011-04-20,0.7,177,13.0
2011-04-20,0.74,148,14.0
2011-04-20,0.76,145,15.0
2011-04-20,0.76,255,16.0
2011-04-20,0.74,432,17.0
2011-04-20,0.74,441,18.0
2011-04-20,0.7,383,19.0
2011-04-20,0.68,225,20.0
2011-04-20,0.66,172,21.0
2011-04-20,0.62,117,22.0
2011-04-20,0.6,93,23.0
2011-04-21,0.56,44,0.0
2011-04-21,0.52,26,1.0
2011-04-21,0.5,13,2.0
2011-04-21,0.46,7,3.0
2011-04-21,0.44,6,4.0
2011-04-21,0.42,14,5.0
2011-04-21,0.4,75,6.0
2011-04-21,0.42,198,7.0
2011-04-21,0.4,365,8.0
2011-04-21,0.42,196,9.0
2011-04-21,0.42,98,10.0
2011-04-21,0.44,133,11.0
2011-04-21,0.46,199,12.0
2011-04-21,0.48,177,13.0
2011-04-21,0.5,228,14.0
2011-04-21,0.52,235,15.0
2011-04-21,0.52,294,16.0
2011-04-21,0.5,481,17.0
2011-04-21,0.5,452,18.0
2011-04-21,0.46,324,19.0
2011-04-21,0.44,204,20.0
2011-04-21,0.42,184,21.0
2011-04-21,0.42,137,22.0
2011-04-21,0.4,99,23.0
2011-04-22,0.36,33,0.0
2011-04-22,0.36,24,1.0
2011-04-22,0.36,9,2.0
2011-04-22,0.36,2,3.0
2011-04-22,0.34,3,4.0
2011-04-22,0.34,16,5.0
2011-04-22,0.34,49,6.0
2011-04-22,0.34,180,7.0
2011-04-22,0.34,346,8.0
2011-04-22,0.34,195,9.0
2011-04-22,0.36,136,10.0
2011-04-22,0.34,106,11.0
2011-04-22,0.34,80,12.0
2011-04-22,0.34,40,13.0
2011-04-22,0.34,36,14.0
2011-04-22,0.34,75,15.0
2011-04-22,0.34,62,16.0
2011-04-22,0.32,69,17.0
2011-04-22,0.32,51,18.0
2011-04-22,0.32,55,19.0
2011-04-22,0.32,47,20.0
2011-04-22,0.3,28,21.0
2011-04-22,0.3,24,22.0
2011-04-22,0.32,17,23.0
2011-04-23,0.32,18,0.0
2011-04-23,0.32,16,1.0
2011-04-23,0.32,17,2.0
2011-04-23,0.32,4,3.0
2011-04-23,0.34,5,4.0
2011-04-23,0.34,7,5.0
2011-04-23,0.34,11,6.0
2011-04-23,0.34,19,7.0
2011-04-23,0.36,47,8.0
2011-04-23,0.38,68,9.0
2011-04-23,0.42,129,10.0
2011-04-23,0.46,232,11.0
2011-04-23,0.52,291,12.0
2011-04-23,0.52,312,13.0
2011-04-23,0.58,391,14.0
2011-04-23,0.6,397,15.0
2011-04-23,0.6,426,16.0
2011-04-23,0.6,383,17.0
2011-04-23,0.58,376,18.0
2011-04-23,0.56,283,19.0
2011-04-23,0.54,183,20.0
2011-04-23,0.56,135,21.0
2011-04-23,0.58,169,22.0
2011-04-23,0.54,117,23.0
2011-04-24,0.52,96,0.0
2011-04-24,0.5,54,1.0
2011-04-24,0.5,72,2.0
2011-04-24,0.5,24,3.0
2011-04-24,0.5,5,4.0
2011-04-24,0.5,12,5.0
2011-04-24,0.5,13,6.0
2011-04-24,0.5,27,7.0
2011-04-24,0.52,80,8.0
2011-04-24,0.56,177,9.0
2011-04-24,0.6,289,10.0
2011-04-24,0.66,317,11.0
2011-04-24,0.68,388,12.0
2011-04-24,0.7,441,13.0
2011-04-24,0.7,420,14.0
2011-04-24,0.66,369,15.0
2011-04-24,0.74,359,16.0
2011-04-24,0.66,331,17.0
2011-04-24,0.64,270,18.0
2011-04-24,0.6,194,19.0
2011-04-24,0.6,105,20.0
2011-04-24,0.54,61,21.0
2011-04-24,0.54,45,22.0
2011-04-24,0.54,42,23.0
2011-04-25,0.52,12,0.0
2011-04-25,0.54,10,1.0
2011-04-25,0.54,10,2.0
2011-04-25,0.5,10,3.0
2011-04-25,0.52,5,4.0
2011-04-25,0.46,17,5.0
2011-04-25,0.5,66,6.0
2011-04-25,0.52,196,7.0
2011-04-25,0.56,353,8.0
2011-04-25,0.6,174,9.0
2011-04-25,0.64,125,10.0
2011-04-25,0.64,147,11.0
2011-04-25,0.66,188,12.0
2011-04-25,0.7,203,13.0
2011-04-25,0.72,146,14.0
2011-04-25,0.74,175,15.0
2011-04-25,0.7,239,16.0
2011-04-25,0.7,521,17.0
2011-04-25,0.68,499,18.0
2011-04-25,0.66,382,19.0
2011-04-25,0.66,237,20.0
2011-04-25,0.62,190,21.0
2011-04-25,0.6,106,22.0
2011-04-25,0.58,62,23.0
2011-04-26,0.62,27,0.0
2011-04-26,0.62,21,1.0
2011-04-26,0.56,26,2.0
2011-04-26,0.54,21,3.0
2011-04-26,0.56,6,4.0
2011-04-26,0.54,16,5.0
2011-04-26,0.56,80,6.0
2011-04-26,0.58,270,7.0
2011-04-26,0.58,449,8.0
2011-04-26,0.64,199,9.0
2011-04-26,0.66,120,10.0
2011-04-26,0.68,172,11.0
2011-04-26,0.7,186,12.0
2011-04-26,0.74,176,13.0
2011-04-26,0.72,155,14.0
2011-04-26,0.7,153,15.0
2011-04-26,0.7,291,16.0
2011-04-26,0.68,521,17.0
2011-04-26,0.68,528,18.0
2011-04-26,0.64,328,19.0
2011-04-26,0.64,234,20.0
2011-04-26,0.62,195,21.0
2011-04-26,0.6,148,22.0
2011-04-26,0.6,78,23.0
2011-04-27,0.6,27,0.0
2011-04-27,0.6,17,1.0
2011-04-27,0.58,5,2.0
2011-04-27,0.58,7,3.0
2011-04-27,0.56,6,4.0
2011-04-27,0.56,17,5.0
2011-04-27,0.56,84,6.0
2011-04-27,0.58,246,7.0
2011-04-27,0.58,444,8.0
2011-04-27,0.6,181,9.0
2011-04-27,0.62,92,10.0
2011-04-27,0.64,156,11.0
2011-04-27,0.66,173,12.0
2011-04-27,0.64,150,13.0
2011-04-27,0.68,148,14.0
2011-04-27,0.7,138,15.0
2011-04-27,0.7,218,16.0
2011-04-27,0.66,521,17.0
2011-04-27,0.66,412,18.0
2011-04-27,0.62,260,19.0
2011-04-27,0.64,218,20.0
2011-04-27,0.62,145,21.0
2011-04-27,0.62,129,22.0
2011-04-27,0.62,78,23.0
2011-04-28,0.64,54,0.0
2011-04-28,0.62,20,1.0
2011-04-28,0.62,21,2.0
2011-04-28,0.64,3,3.0
2011-04-28,0.62,9,4.0
2011-04-28,0.62,13,5.0
2011-04-28,0.64,86,6.0
2011-04-28,0.64,215,7.0
2011-04-28,0.66,398,8.0
2011-04-28,0.62,183,9.0
2011-04-28,0.62,54,10.0
2011-04-28,0.62,84,11.0
2011-04-28,0.62,107,12.0
2011-04-28,0.62,121,13.0
2011-04-28,0.62,142,14.0
2011-04-28,0.66,163,15.0
2011-04-28,0.62,270,16.0
2011-04-28,0.64,455,17.0
2011-04-28,0.64,530,18.0
2011-04-28,0.62,404,19.0
2011-04-28,0.58,269,20.0
2011-04-28,0.56,194,21.0
2011-04-28,0.54,153,22.0
2011-04-28,0.54,110,23.0
2011-04-29,0.52,48,0.0
2011-04-29,0.5,31,1.0
2011-04-29,0.46,10,2.0
2011-04-29,0.46,5,3.0
2011-04-29,0.46,6,4.0
2011-04-29,0.46,25,5.0
2011-04-29,0.5,71,6.0
2011-04-29,0.52,240,7.0
2011-04-29,0.54,421,8.0
2011-04-29,0.54,230,9.0
2011-04-29,0.56,156,10.0
2011-04-29,0.6,157,11.0
2011-04-29,0.56,223,12.0
2011-04-29,0.56,308,13.0
2011-04-29,0.6,248,14.0
2011-04-29,0.56,252,15.0
2011-04-29,0.54,299,16.0
2011-04-29,0.52,508,17.0
2011-04-29,0.52,439,18.0
2011-04-29,0.46,270,19.0
2011-04-29,0.48,194,20.0
2011-04-29,0.46,195,21.0
2011-04-29,0.42,146,22.0
2011-04-29,0.44,113,23.0
2011-04-30,0.44,106,0.0
2011-04-30,0.44,74,1.0
2011-04-30,0.44,65,2.0
2011-04-30,0.42,17,3.0
2011-04-30,0.42,7,4.0
2011-04-30,0.42,7,5.0
2011-04-30,0.4,21,6.0
2011-04-30,0.4,48,7.0
2011-04-30,0.4,91,8.0
2011-04-30,0.44,156,9.0
2011-04-30,0.48,279,10.0
2011-04-30,0.5,321,11.0
2011-04-30,0.52,416,12.0
2011-04-30,0.54,455,13.0
2011-04-30,0.54,452,14.0
2011-04-30,0.56,499,15.0
2011-04-30,0.58,464,16.0
2011-04-30,0.56,407,17.0
2011-04-30,0.54,371,18.0
2011-04-30,0.54,387,19.0
2011-04-30,0.44,224,20.0
2011-04-30,0.44,177,21.0
2011-04-30,0.44,143,22.0
2011-04-30,0.44,125,23.0
2011-05-01,0.42,96,0.0
2011-05-01,0.42,59,1.0
2011-05-01,0.42,50,2.0
2011-05-01,0.4,23,3.0
2011-05-01,0.4,17,4.0
2011-05-01,0.4,10,5.0
2011-05-01,0.4,13,6.0
2011-05-01,0.42,33,7.0
2011-05-01,0.44,59,8.0
2011-05-01,0.46,141,9.0
2011-05-01,0.48,264,10.0
2011-05-01,0.46,250,11.0
2011-05-01,0.48,281,12.0
2011-05-01,0.5,332,13.0
2011-05-01,0.5,238,14.0
2011-05-01,0.5,266,15.0
2011-05-01,0.5,214,16.0
2011-05-01,0.48,196,17.0
2011-05-01,0.46,159,18.0
2011-05-01,0.46,178,19.0
2011-05-01,0.46,121,20.0
2011-05-01,0.46,105,21.0
2011-05-01,0.46,100,22.0
2011-05-01,0.46,146,23.0
2011-05-02,0.46,177,0.0
2011-05-02,0.46,114,1.0
2011-05-02,0.44,35,2.0
2011-05-02,0.44,16,3.0
2011-05-02,0.44,17,4.0
2011-05-02,0.44,20,5.0
2011-05-02,0.44,62,6.0
2011-05-02,0.46,209,7.0
2011-05-02,0.48,371,8.0
2011-05-02,0.5,172,9.0
2011-05-02,0.54,108,10.0
2011-05-02,0.58,130,11.0
2011-05-02,0.62,187,12.0
2011-05-02,0.62,170,13.0
2011-05-02,0.64,181,14.0
2011-05-02,0.66,155,15.0
2011-05-02,0.66,269,16.0
2011-05-02,0.66,537,17.0
2011-05-02,0.64,518,18.0
2011-05-02,0.62,314,19.0
2011-05-02,0.62,218,20.0
2011-05-02,0.6,232,21.0
2011-05-02,0.6,125,22.0
2011-05-02,0.56,64,23.0
2011-05-03,0.56,16,0.0
2011-05-03,0.56,14,1.0
2011-05-03,0.56,5,2.0
2011-05-03,0.54,2,3.0
2011-05-03,0.52,4,4.0
2011-05-03,0.52,14,5.0
2011-05-03,0.52,109,6.0
2011-05-03,0.54,265,7.0
2011-05-03,0.56,459,8.0
2011-05-03,0.6,186,9.0
2011-05-03,0.64,127,10.0
2011-05-03,0.66,140,11.0
2011-05-03,0.68,217,12.0
2011-05-03,0.7,194,13.0
2011-05-03,0.7,158,14.0
2011-05-03,0.7,154,15.0
2011-05-03,0.72,271,16.0
2011-05-03,0.7,517,17.0
2011-05-03,0.7,544,18.0
2011-05-03,0.68,365,19.0
2011-05-03,0.66,290,20.0
2011-05-03,0.64,225,21.0
2011-05-03,0.58,113,22.0
2011-05-03,0.56,62,23.0
2011-05-04,0.52,27,0.0
2011-05-04,0.5,7,1.0
2011-05-04,0.5,4,2.0
2011-05-04,0.42,1,3.0
2011-05-04,0.38,3,4.0
2011-05-04,0.36,9,5.0
2011-05-04,0.34,21,6.0
2011-05-04,0.34,52,7.0
2011-05-04,0.34,79,8.0
2011-05-04,0.34,40,9.0
2011-05-04,0.34,31,10.0
2011-05-04,0.4,72,11.0
2011-05-04,0.44,124,12.0
2011-05-04,0.46,143,13.0
2011-05-04,0.5,107,14.0
2011-05-04,0.48,129,15.0
2011-05-04,0.5,195,16.0
2011-05-04,0.4,410,17.0
2011-05-04,0.42,396,18.0
2011-05-04,0.42,296,19.0
2011-05-04,0.4,191,20.0
2011-05-04,0.4,150,21.0
2011-05-04,0.38,89,22.0
2011-05-04,0.36,57,23.0
2011-05-05,0.36,27,0.0
2011-05-05,0.34,10,1.0
2011-05-05,0.34,5,2.0
2011-05-05,0.34,4,3.0
2011-05-05,0.34,7,4.0
2011-05-05,0.34,30,5.0
2011-05-05,0.34,89,6.0
2011-05-05,0.38,271,7.0
2011-05-05,0.42,440,8.0
2011-05-05,0.46,184,9.0
2011-05-05,0.5,128,10.0
2011-05-05,0.52,148,11.0
2011-05-05,0.52,196,12.0
2011-05-05,0.54,192,13.0
2011-05-05,0.54,154,14.0
2011-05-05,0.56,147,15.0
2011-05-05,0.58,269,16.0
2011-05-05,0.56,533,17.0
2011-05-05,0.56,520,18.0
2011-05-05,0.54,361,19.0
2011-05-05,0.5,258,20.0
2011-05-05,0.5,180,21.0
2011-05-05,0.48,165,22.0
2011-05-05,0.46,115,23.0
2011-05-06,0.44,56,0.0
2011-05-06,0.4,32,1.0
2011-05-06,0.38,16,2.0
2011-05-06,0.36,9,3.0
2011-05-06,0.36,1,4.0
2011-05-06,0.34,16,5.0
2011-05-06,0.36,82,6.0
2011-05-06,0.4,222,7.0
2011-05-06,0.42,450,8.0
2011-05-06,0.46,188,9.0
2011-05-06,0.54,127,10.0
2011-05-06,0.54,165,11.0
2011-05-06,0.56,246,12.0
2011-05-06,0.58,253,13.0
2011-05-06,0.6,213,14.0
2011-05-06,0.6,260,15.0
2011-05-06,0.6,344,16.0
2011-05-06,0.58,553,17.0
2011-05-06,0.54,470,18.0
2011-05-06,0.54,292,19.0
2011-05-06,0.52,190,20.0
2011-05-06,0.48,152,21.0
2011-05-06,0.46,151,22.0
2011-05-06,0.44,120,23.0
2011-05-07,0.42,86,0.0
2011-05-07,0.42,58,1.0
2011-05-07,0.42,52,2.0
2011-05-07,0.42,18,3.0
2011-05-07,0.4,5,4.0
2011-05-07,0.46,7,5.0
2011-05-07,0.42,13,6.0
2011-05-07,0.48,40,7.0
2011-05-07,0.52,115,8.0
2011-05-07,0.54,218,9.0
2011-05-07,0.56,298,10.0
2011-05-07,0.56,347,11.0
2011-05-07,0.6,373,12.0
2011-05-07,0.6,436,13.0
2011-05-07,0.6,378,14.0
2011-05-07,0.6,378,15.0
2011-05-07,0.6,342,16.0
2011-05-07,0.58,354,17.0
2011-05-07,0.58,289,18.0
2011-05-07,0.56,267,19.0
2011-05-07,0.56,219,20.0
2011-05-07,0.54,182,21.0
2011-05-07,0.54,120,22.0
2011-05-07,0.5,119,23.0
2011-05-08,0.5,100,0.0
2011-05-08,0.52,64,1.0
2011-05-08,0.48,59,2.0
2011-05-08,0.46,31,3.0
2011-05-08,0.42,10,4.0
2011-05-08,0.44,5,5.0
2011-05-08,0.44,6,6.0
2011-05-08,0.46,23,7.0
2011-05-08,0.52,86,8.0
2011-05-08,0.56,160,9.0
2011-05-08,0.58,244,10.0
2011-05-08,0.58,340,11.0
2011-05-08,0.6,382,12.0
2011-05-08,0.6,390,13.0
2011-05-08,0.6,366,14.0
2011-05-08,0.6,358,15.0
2011-05-08,0.6,385,16.0
2011-05-08,0.58,351,17.0
2011-05-08,0.58,268,18.0
2011-05-08,0.56,239,19.0
2011-05-08,0.52,174,20.0
2011-05-08,0.52,127,21.0
2011-05-08,0.5,115,22.0
2011-05-08,0.46,50,23.0
2011-05-09,0.46,53,0.0
2011-05-09,0.44,33,1.0
2011-05-09,0.44,8,2.0
2011-05-09,0.46,7,3.0
2011-05-09,0.42,4,4.0
2011-05-09,0.42,23,5.0
2011-05-09,0.44,89,6.0
2011-05-09,0.48,237,7.0
2011-05-09,0.52,374,8.0
2011-05-09,0.54,178,9.0
2011-05-09,0.56,119,10.0
2011-05-09,0.6,125,11.0
2011-05-09,0.6,195,12.0
2011-05-09,0.62,174,13.0
2011-05-09,0.62,162,14.0
2011-05-09,0.62,199,15.0
2011-05-09,0.64,304,16.0
2011-05-09,0.62,598,17.0
2011-05-09,0.62,524,18.0
2011-05-09,0.58,384,19.0
2011-05-09,0.54,239,20.0
2011-05-09,0.52,156,21.0
2011-05-09,0.52,116,22.0
2011-05-09,0.5,61,23.0
2011-05-10,0.48,18,0.0
2011-05-10,0.46,15,1.0
2011-05-10,0.44,5,2.0
2011-05-10,0.44,4,3.0
2011-05-10,0.42,2,4.0
2011-05-10,0.4,29,5.0
2011-05-10,0.42,112,6.0
2011-05-10,0.44,314,7.0
2011-05-10,0.5,425,8.0
2011-05-10,0.52,205,9.0
2011-05-10,0.56,127,10.0
2011-05-10,0.56,125,11.0
2011-05-10,0.6,217,12.0
2011-05-10,0.62,202,13.0
2011-05-10,0.62,176,14.0
2011-05-10,0.64,180,15.0
2011-05-10,0.66,327,16.0
2011-05-10,0.64,611,17.0
2011-05-10,0.64,550,18.0
2011-05-10,0.6,434,19.0
2011-05-10,0.54,291,20.0
2011-05-10,0.54,203,21.0
2011-05-10,0.52,150,22.0
2011-05-10,0.52,81,23.0
2011-05-11,0.52,38,0.0
2011-05-11,0.5,20,1.0
2011-05-11,0.52,10,2.0
2011-05-11,0.5,3,3.0
2011-05-11,0.48,2,4.0
2011-05-11,0.46,20,5.0
2011-05-11,0.46,99,6.0
2011-05-11,0.48,318,7.0
2011-05-11,0.48,442,8.0
2011-05-11,0.52,203,9.0
2011-05-11,0.54,154,10.0
2011-05-11,0.56,141,11.0
2011-05-11,0.6,226,12.0
2011-05-11,0.62,193,13.0
2011-05-11,0.62,177,14.0
2011-05-11,0.64,179,15.0
2011-05-11,0.66,289,16.0
2011-05-11,0.64,259,17.0
2011-05-11,0.62,274,18.0
2011-05-11,0.56,401,19.0
2011-05-11,0.54,273,20.0
2011-05-11,0.54,234,21.0
2011-05-11,0.5,146,22.0
2011-05-11,0.46,81,23.0
2011-05-12,0.46,44,0.0
2011-05-12,0.46,17,1.0
2011-05-12,0.44,15,2.0
2011-05-12,0.44,5,3.0
2011-05-12,0.42,6,4.0
2011-05-12,0.42,29,5.0
2011-05-12,0.44,112,6.0
2011-05-12,0.46,297,7.0
2011-05-12,0.48,421,8.0
2011-05-12,0.5,212,9.0
2011-05-12,0.54,147,10.0
2011-05-12,0.58,179,11.0
2011-05-12,0.58,207,12.0
2011-05-12,0.62,218,13.0
2011-05-12,0.62,191,14.0
2011-05-12,0.64,217,15.0
2011-05-12,0.64,288,16.0
2011-05-12,0.64,594,17.0
2011-05-12,0.62,527,18.0
2011-05-12,0.6,364,19.0
2011-05-12,0.6,276,20.0
2011-05-12,0.56,223,21.0
2011-05-12,0.54,172,22.0
2011-05-12,0.54,103,23.0
2011-05-13,0.52,52,0.0
2011-05-13,0.52,20,1.0
2011-05-13,0.5,11,2.0
2011-05-13,0.5,4,3.0
2011-05-13,0.5,5,4.0
2011-05-13,0.5,25,5.0
2011-05-13,0.5,82,6.0
2011-05-13,0.5,157,7.0
2011-05-13,0.5,387,8.0
2011-05-13,0.5,233,9.0
2011-05-13,0.52,130,10.0
2011-05-13,0.52,146,11.0
2011-05-13,0.52,223,12.0
2011-05-13,0.52,226,13.0
2011-05-13,0.52,190,14.0
2011-05-13,0.52,198,15.0
2011-05-13,0.52,300,16.0
2011-05-13,0.52,491,17.0
2011-05-13,0.52,398,18.0
2011-05-13,0.52,270,19.0
2011-05-13,0.52,152,20.0
2011-05-13,0.52,154,21.0
2011-05-13,0.52,132,22.0
2011-05-13,0.5,119,23.0
2011-05-14,0.5,102,0.0
2011-05-14,0.5,82,1.0
2011-05-14,0.5,52,2.0
2011-05-14,0.5,35,3.0
2011-05-14,0.5,5,4.0
2011-05-14,0.5,14,5.0
2011-05-14,0.5,11,6.0
2011-05-14,0.48,32,7.0
2011-05-14,0.5,88,8.0
2011-05-14,0.52,100,9.0
2011-05-14,0.52,167,10.0
2011-05-14,0.52,279,11.0
2011-05-14,0.52,279,12.0
2011-05-14,0.52,248,13.0
2011-05-14,0.54,216,14.0
2011-05-14,0.54,294,15.0
2011-05-14,0.54,295,16.0
2011-05-14,0.56,272,17.0
2011-05-14,0.56,304,18.0
2011-05-14,0.54,248,19.0
2011-05-14,0.54,157,20.0
2011-05-14,0.54,59,21.0
2011-05-14,0.54,26,22.0
2011-05-14,0.52,44,23.0
2011-05-15,0.52,39,0.0
2011-05-15,0.52,47,1.0
2011-05-15,0.52,50,2.0
2011-05-15,0.52,32,3.0
2011-05-15,0.52,13,4.0
2011-05-15,0.52,14,5.0
2011-05-15,0.52,17,6.0
2011-05-15,0.52,42,7.0
2011-05-15,0.54,70,8.0
2011-05-15,0.58,134,9.0
2011-05-15,0.58,226,10.0
2011-05-15,0.6,322,11.0
2011-05-15,0.62,367,12.0
2011-05-15,0.62,456,13.0
2011-05-15,0.64,437,14.0
2011-05-15,0.66,459,15.0
2011-05-15,0.64,440,16.0
2011-05-15,0.56,392,17.0
2011-05-15,0.56,237,18.0
2011-05-15,0.56,231,19.0
2011-05-15,0.54,191,20.0
2011-05-15,0.54,151,21.0
2011-05-15,0.56,117,22.0
2011-05-15,0.54,69,23.0
2011-05-16,0.52,38,0.0
2011-05-16,0.52,14,1.0
2011-05-16,0.5,13,2.0
2011-05-16,0.5,4,3.0
2011-05-16,0.5,6,4.0
2011-05-16,0.5,21,5.0
2011-05-16,0.52,104,6.0
2011-05-16,0.52,272,7.0
2011-05-16,0.56,394,8.0
2011-05-16,0.6,194,9.0
2011-05-16,0.62,112,10.0
2011-05-16,0.64,185,11.0
2011-05-16,0.66,209,12.0
2011-05-16,0.68,214,13.0
2011-05-16,0.68,193,14.0
2011-05-16,0.72,165,15.0
2011-05-16,0.6,226,16.0
2011-05-16,0.58,274,17.0
2011-05-16,0.58,453,18.0
2011-05-16,0.58,308,19.0
2011-05-16,0.58,198,20.0
2011-05-16,0.58,177,21.0
2011-05-16,0.56,127,22.0
2011-05-16,0.56,57,23.0
2011-05-17,0.56,31,0.0
2011-05-17,0.56,13,1.0
2011-05-17,0.56,8,2.0
2011-05-17,0.54,4,3.0
2011-05-17,0.54,4,4.0
2011-05-17,0.52,22,5.0
2011-05-17,0.52,49,6.0
2011-05-17,0.52,151,7.0
2011-05-17,0.52,347,8.0
2011-05-17,0.54,207,9.0
2011-05-17,0.54,104,10.0
2011-05-17,0.56,130,11.0
2011-05-17,0.56,153,12.0
2011-05-17,0.56,172,13.0
2011-05-17,0.62,184,14.0
2011-05-17,0.62,210,15.0
2011-05-17,0.62,290,16.0
2011-05-17,0.62,604,17.0
2011-05-17,0.6,480,18.0
2011-05-17,0.6,349,19.0
2011-05-17,0.58,283,20.0
2011-05-17,0.54,174,21.0
2011-05-17,0.54,98,22.0
2011-05-17,0.54,56,23.0
2011-05-18,0.54,23,0.0
2011-05-18,0.54,12,1.0
2011-05-18,0.52,6,2.0
2011-05-18,0.52,9,3.0
2011-05-18,0.52,3,4.0
2011-05-18,0.52,9,5.0
2011-05-18,0.52,101,6.0
2011-05-18,0.54,274,7.0
2011-05-18,0.56,453,8.0
2011-05-18,0.56,202,9.0
2011-05-18,0.54,106,10.0
2011-05-18,0.54,23,11.0
2011-05-18,0.56,54,12.0
2011-05-18,0.56,122,13.0
2011-05-18,0.58,138,14.0
2011-05-18,0.6,167,15.0
2011-05-18,0.6,294,16.0
2011-05-18,0.6,565,17.0
2011-05-18,0.6,489,18.0
2011-05-18,0.56,331,19.0
2011-05-18,0.56,213,20.0
2011-05-18,0.52,85,21.0
2011-05-18,0.52,117,22.0
2011-05-18,0.52,59,23.0
2011-05-19,0.52,29,0.0
2011-05-19,0.5,6,1.0
2011-05-19,0.5,15,2.0
2011-05-19,0.48,4,3.0
2011-05-19,0.48,5,4.0
2011-05-19,0.48,26,5.0
2011-05-19,0.5,103,6.0
2011-05-19,0.5,257,7.0
2011-05-19,0.52,487,8.0
2011-05-19,0.54,216,9.0
2011-05-19,0.54,130,10.0
2011-05-19,0.54,164,11.0
2011-05-19,0.58,168,12.0
2011-05-19,0.58,183,13.0
2011-05-19,0.54,180,14.0
2011-05-19,0.56,188,15.0
